Id,RecResult
1321,i want two musical tickets
1322,i want to go this evening
1323,i want two tickets for the phantom of the opera
1324,i would like to sit in the fifth row
1325,i want tickets for madame tussauds
1326,two tickets
1327,two tickets
1328,i want four musical tickets
1329,i would like to go a ostrich
1330,i would like to go on thursday evening
1331,four tickets for wicked
1332,i want four tickets for wicked
1333,i want tickets for this musical
1335,i want to sit in the first row
1336,tickets for the science museum
1338,i want tickets for the science museum
1339,two tickets
1340,i want two tickets
1341,i want four musical tickets
1342,i want a room for six nights
1343,i want a junior suite
1345,i would like a junior suite
1346,i want to pay with post card
1347,i want to pay with dollars
1348,can i pay with dollars
1349,is there a hotel bar
1350,where is the hotel bar
1351,the toilet is dirty
1352,the room is dirty
1353,where can i find a hairdryer
1354,where can i buy a hairdryer
1355,can i buy a hairdryer
1356,a room for five nights
1358,i want a suite
1359,can i pay with visa
1360,can i pay with euros
1361,is there a lift
1362,where is the lift
1363,i do not have a reservation
1364,i want a room for two nights
1365,i want a room for three nights
1366,a single room
1367,can i pay with post card
1368,is there a fitness studio
1369,where is the fitness studio
1370,the bathroom is dirty
1371,there is no hairdryer in my room
1372,there is no hairdryer in the room
1373,where can i buy a hairdryer
1375,i want a room for four nights
1376,a double room
1377,a double room
1378,i want a double room
1379,can i pay with post card
1380,can i pay with post card
1381,is there a hairdresser
1382,where is the hairdresser
1383,i would like a still water
1384,i want the steak
1385,i want my steak rare
1386,i want carrots
1387,i would like some carrots
1388,i would
1389,i want the dessert card
1390,i want the dessert card
1391,i want two tickets to london
1392,i will leave at friday
1393,i would like to leave on friday
1394,my name is john
1395,i am from australia
1396,i want five tickets to london
1397,i would like to leave at eight
1398,my
1399,i'm from germany
1400,my name is barbara
1401,i'm from italy
1403,the capital of italy is rome
1404,i've got three younger brothers
1405,i going
1406,i go in the holiday
1408,yes it is my passport
1409,my name is erica
1410,i'm from switzerland
1411,switzerland isn't africa
1412,switzerland is in europe
1413,the capital of switzerland is bern
1414,i have got two older brothers
1415,i go on holidays
1416,i go in the holiday
1417,yes
1418,yes it is my passport
1419,my name is maddalena
1420,i'm from turkey
1421,turkey isn't in africa
1422,turkey is in europe
1423,the capital of turkey is ankara
1424,i have got two younger brothers
1425,i got two younger brothers
1426,i have got two younger brothers
1427,i go in holidays
1428,yes it is my passport
1429,my name is erica
1430,i'm from france
1432,i want isn't in africa
1433,i want is in europe
1434,i hate jeans
1436,the capital of france is paris
1437,i've got three sisters
1438,i go in holidays
1439,yes it is my passport
1440,my name is john
1441,i'm from turkey
1442,the capital of turkey is ankara
1443,i have got three younger brothers
1444,i go in holidays
1445,yes it is my passport
1446,i want three tickets to london
1447,i want to leave at thursday evening
1448,i would like to leave on thursday evening
1449,my name is erica
1450,i'm from spain
1451,i want one ticket for the musical
1452,i want a musical ticket
1453,i would like to go at loose i
1454,i would like to go on wednesday evening
1455,i want tickets for mamma mia
1456,i want a ticket for mamma mia
1457,i want one ticket for mamma mia
1458,i would like to sit in the tenth row
1459,i want tickets for the british museum
1460,four tickets
1461,i want four tickets
1462,i want a ticket to westminster
1463,can i pay with visa
1464,i want a ticket to trafalgar square
1465,i would like to pay with mastercard
1466,i want a ticket to trafalgar square
1467,i would like to pay with mastercard
1468,i want two tickets to london
1469,i would like to leave at monday morning
1470,my name is michelle
1471,i'm from germany
1472,i want two tickets to london
1473,i would like to leave tomorrow at nine pm
1475,how much are sit
1476,i want the bill ticket
1477,i want a smaller ticket
1478,i want a ticket
1479,my name is janet
1480,i'm from switzerland
1481,i haven't got a reservation
1483,no i do not have a reservation
1484,i would like a room for four nights
1485,i'd like a single room
1486,can i pay with visa
1487,is there a hotel restaurant
1488,where is the hotel restaurant
1489,where is the hotel restaurant
1490,i do not have a reservation
1491,a room for two nights
1492,i want a room for two nights
1493,i'd like a twin room
1495,can i pay with visa
1496,is there a grocery store
1497,where is the grocery store
1498,the toilet is dirty
1499,there is no shampoo
1500,where can i buy shampoo
1501,can i have a room for two nights
1502,i'd like a twin room
1503,can i pay with mastercard
1504,is there a swimming pool
1505,where is the swimming pool
1506,my bathroom is dirty
1507,can you give me a hairdryer
1508,can i have a room for three nights
1509,i'd like a double room
1510,can i pay with mastercard
1511,is there a hotel restaurant
1512,i would like three tickets to london
1513,i would like to leave tomorrow
1514,my name is silvia
1515,i'm from ireland
1516,i'd like five tickets to london
1517,i want to leave at nine o'clock tomorrow
1518,my name is silvia
1519,i'm from canada
1520,a suite
1521,i'm from
1522,i am good
1523,i am good
1524,i have one older sister
1525,i am going on holiday
1526,this is my passport
1527,yes it is my passport
1528,i'm good
1529,i'm looking for sandals
1530,i'm a hairdresser
1531,i want
1532,i am forty
1533,i am a forty one
1534,i am looking for jeans
1535,i'd like a lemonade
1536,i would like the sunday roast
1537,i would like my sunday roast medium
1538,can i have mashed potato
1539,the dessert menu please
1540,could i have the vanilla ice cream
1541,can i have the bill
1542,i'd like to pay with mastercard
1543,i would like a still water
1544,i would like a hamburger
1545,i'd like my hamburger medium
1546,can i have a scotch broth
1547,the dessert menu
1548,i would like the rhubarb pie
1549,can i have the bill please
1550,i would like the check
1551,can i pay by credit card
1552,where is the national gallery
1553,where is the madame tussauds
1554,which bus goes there
1555,saint pauls cathedral is near the bank of england
1556,can i have three musical tickets
1557,i want to go this evening
1558,three tickets for billy elliot
1559,i want three tickets for billy elliot
1560,i want to sit in the eighth row
1561,can i have tickets for the national gallery
1562,i want three tickets
1563,room for four nights
1564,double room
1565,a twin room please
1566,a twin room please
1567,can i pay with credit card
1568,is it a grocer
1569,is there a grocery store
1570,who is the grocery
1571,five tickets to london
1572,i would like five tickets to london
1573,i want some sunday a swimming pool
1574,i would like to leave on saturday evening
1575,my name is barbara
1576,i am from switzerland
1577,five tickets to london
1578,i would like five tickets to london
1580,i would like to leave on saturday evening
1581,my name is jack
1582,i'm from england
1583,i would like pay with i would like a ticket to trafalgar big
1584,one ticket
1585,i want a ticket to piccadilly circus
1586,can i pay with mastercard
1587,i would like to pay with mastercard
1588,one musical ticket please
1589,i would like one musical ticket please
1591,one ticket for sunday evening
1592,i want one ticket for saturday night
1593,one ticket for starlight express
1594,i want one ticket for starlight express
1595,i want to sit in the third lion
1596,i want to sit in the fourth row
1597,i want tickets for the british museum
1598,two tickets
1599,i want two tickets
1600,i would like sandals
1601,i would like a hamburger
1602,i would like my hamburger well done
1603,i would like a goulash soup
1604,i would like the dessert card
1606,i would like the carrot cake
1607,i would like the bill
1608,i would like to pay with post card
1609,i'm fine thanks
1610,i would like sandals
1611,i would like blue sandals
1612,forty-three
1613,i would like jeans
1614,i would like brown jeans
1615,big
1616,how much jeans
1617,how much does the jeans cost
1618,is too expensive
1619,a room for four nights
1620,i want a room for four nights
1621,a suite
1623,i would like to pay by post card
1624,i would like to pay by euros
1625,can i pay with euros
1626,is there a grocery
1627,is there a grocery store
1628,a room for one week
1629,junior suite
1631,is there a hotel bar
1632,where is the hotel bar
1633,a reservation
1635,i do not have a reservation
