Id,RecResult,Confidence
7930,the dessert menu,1.0 0.99 1.0
7931,i would like a sparkling water,1.0 1.0 1.0 1.0 1.0 1.0
7932,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 1.0
7933,i would like my sunday roast well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
7934,i would like a mixed little,1.0 1.0 1.0 0.97 0.53 0.59
7935,this is not what i ordered,1.0 1.0 1.0 1.0 1.0 0.97
7936,the dessert menu please,1.0 1.0 1.0 1.0
7937,i would like a twin room,1.0 1.0 1.0 0.93 0.89 1.0
7938,i would like carrot cake,1.0 1.0 1.0 0.31 0.31
7939,i would like the check,1.0 1.0 1.0 0.99 0.98
7940,i would like pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.99
7941,i would like a fanta,1.0 1.0 1.0 1.0 1.0
7942,i would like the sunday roast,1.0 1.0 1.0 0.96 1.0 1.0
7943,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 1.0
7944,i would like the sunday roast,1.0 1.0 1.0 1.0 1.0 1.0
7945,i would like my sunday roast medium,1.0 1.0 1.0 1.0 1.0 1.0 1.0
7946,i would like a goulash soup,1.0 1.0 1.0 0.99 0.51 0.51
7947,the dessert card please,1.0 1.0 1.0 0.74
7948,the dessert menu please,1.0 1.0 1.0 1.0
7949,i would like a junior suite,1.0 1.0 1.0 0.97 0.73 0.97
7950,i would like the check,1.0 1.0 1.0 1.0 1.0
7951,i would like pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
7952,i would like a tea,1.0 1.0 1.0 1.0 0.91
7953,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
7954,i would like my hamburger well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
7955,i would like french fries,1.0 1.0 1.0 0.47 0.22
7956,i would like french fries,1.0 1.0 1.0 0.63 0.56
7958,this is not what i ordered,0.93 1.0 1.0 1.0 1.0 0.93
7959,i would like to buy with manager,1.0 1.0 1.0 0.92 0.73 1.0 1.0
7960,i would like the custard tart,1.0 1.0 1.0 1.0 1.0 0.87
7961,i would like the cost large,1.0 1.0 1.0 1.0 0.82 0.57
7962,i would like the dessert card please,1.0 1.0 1.0 0.88 0.79 0.97 0.6
7964,the dessert menu please,1.0 1.0 1.0 1.0
7965,i would like the vanilla ice cream,1.0 1.0 1.0 1.0 1.0 1.0 1.0
7966,i would like the check,1.0 1.0 1.0 0.88 0.86
7967,i would like pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
7968,i would like a orange juice,1.0 1.0 1.0 0.86 1.0 1.0
7969,i would like the sunday roast,1.0 1.0 1.0 1.0 1.0 1.0
7970,i would like the sunday roast,1.0 1.0 1.0 0.7 1.0 1.0
7971,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 0.54
7972,i would like french fries,1.0 1.0 1.0 0.87 0.61
7975,the dessert menu please,1.0 1.0 1.0 1.0
7976,i would like the cost post card,1.0 1.0 1.0 0.68 0.88 0.93 0.96
7977,i would like the check,1.0 1.0 1.0 0.96 0.95
7979,i would like a coffee,1.0 1.0 1.0 1.0 1.0
7980,i would like the sunday roast,1.0 1.0 1.0 0.94 1.0 1.0
7981,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 0.93
7982,i would like brown jeans,1.0 1.0 1.0 0.6 1.0
7983,this is not what i ordered,0.99 1.0 1.0 1.0 1.0 0.99
7984,i would like pay with manager,1.0 1.0 1.0 0.5 1.0 0.7
7985,i would like the suite ordered,1.0 1.0 1.0 0.41 0.35 0.96
7986,the dessert menu please,1.0 1.0 1.0 1.0
7989,i would like pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.99
7990,i would like a suite,1.0 1.0 1.0 1.0 0.77
7991,i would like the sunday roast,1.0 1.0 1.0 0.65 1.0 1.0
7992,i would like a sunday roast,1.0 1.0 1.0 0.84 1.0 1.0
7993,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 0.93
7994,i would like mushrooms,1.0 1.0 1.0 0.99
7995,the dessert menu please,1.0 1.0 1.0 1.0
7997,i would like the check,1.0 1.0 1.0 1.0 1.0
7998,i would like pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
7999,i would like a coffee,1.0 1.0 1.0 1.0 1.0
8000,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
8001,i would like my hamburger rare,1.0 1.0 1.0 1.0 1.0 1.0
8002,i would like brown jeans,1.0 1.0 1.0 0.78 0.92
8003,i would like jeans,1.0 1.0 1.0 0.6
8004,this is not what i ordered,0.99 1.0 1.0 1.0 1.0 0.79
8005,i would like to pay with master,1.0 1.0 1.0 0.53 0.84 1.0 0.61
8006,i would like the eat dollars,1.0 1.0 1.0 0.84 0.27 0.91
8007,i want the four sisters,0.98 0.76 0.93 0.72 0.75
8008,i would like of the order,1.0 0.92 0.49 0.57 0.87 0.75
8009,the dessert menu please,1.0 1.0 1.0 1.0
8012,i would like the check,1.0 1.0 1.0 1.0 0.97
8013,i would like pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.99
8014,i'm looking for the natural history museum,0.56 1.0 1.0 0.97 1.0 1.0 1.0
8015,i'm looking for the natural history museum,0.86 0.99 0.99 0.89 1.0 1.0 1.0
8016,where is the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0
8017,where is madame tussauds,1.0 1.0 1.0 1.0
8018,which bus goes there,1.0 1.0 1.0 1.0
8020,where is the tate modern,1.0 1.0 1.0 0.99 1.0
8021,where is oxford street,1.0 1.0 1.0 1.0
8022,which bus goes there,1.0 1.0 1.0 1.0
8023,how much paul cathedral is near of the germany,0.84 0.75 0.99 0.99 1.0 1.0 1.0 0.76 0.77
8024,for pauls cathedral is near bank of england,0.47 0.99 1.0 1.0 1.0 1.0 1.0 1.0
8025,saint pauls cathedral is near the bank of england,1.0 1.0 1.0 1.0 1.0 0.6 0.88 1.0 0.88
8026,where is the national gallery,1.0 1.0 1.0 1.0 0.92
8027,where is the piccadilly circus,1.0 1.0 0.62 1.0 1.0
8028,where is the piccadilly circus,1.0 1.0 0.8 1.0 1.0
8029,which bus goes there,1.0 1.0 1.0 1.0
8030,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
8031,where is the science museum,1.0 1.0 1.0 1.0 1.0
8032,where is the tower,1.0 1.0 1.0 1.0
8033,where is the tower,1.0 1.0 1.0 1.0
8034,where is the tower,1.0 1.0 1.0 1.0
8035,marble arch is piccadilly room i park,1.0 1.0 1.0 0.44 0.43 0.76 0.46
8036,marble arch is with steak to hyde park,1.0 1.0 1.0 0.29 0.45 0.79 0.76 0.76
8037,where is the natural history museum,0.99 1.0 1.0 0.88 1.0 1.0
8038,where is the tower,1.0 1.0 1.0 1.0
8039,where is the tower,1.0 1.0 1.0 1.0
8040,where is the tower,1.0 1.0 1.0 1.0
8041,this is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0
8042,where is the zoo,1.0 1.0 1.0 0.97
8043,where is the tower,1.0 1.0 1.0 1.0
8044,where is the tower,1.0 1.0 1.0 1.0
8045,where is the tower,1.0 1.0 1.0 1.0
8046,this is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0
8047,where is the national gallery,1.0 1.0 1.0 1.0 1.0
8049,where is the london eye,1.0 1.0 1.0 1.0 1.0
8050,which bus goes there,1.0 1.0 1.0 1.0
8051,big ben is next to the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8052,i don't know,1.0 1.0 0.85
8053,i would like to go,1.0 1.0 1.0 0.46 0.64
8054,i would like to go,1.0 1.0 1.0 0.99 1.0
8055,i'm fine,0.97 1.0
8056,i would like boots,1.0 1.0 1.0 1.0
8057,i would like red boots,1.0 1.0 1.0 0.99 1.0
8058,i would like london forty two,1.0 1.0 1.0 0.48 0.61 0.6
8059,forty-two please pay,0.7 0.9 0.42
8060,i am a forty two,0.91 0.91 1.0 1.0 1.0
8061,i would like a sweatshirt,1.0 1.0 1.0 0.98 1.0
8062,i want one ticket for billy elliot,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8063,i would like to sit in the fifth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.83 0.4
8064,i want tickets for the science museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8065,i need four tickets,1.0 1.0 1.0 1.0
8066,i want three musical tickets,1.0 1.0 1.0 1.0 1.0
8067,i want tickets for tuesday evening,1.0 1.0 0.84 1.0 0.94 1.0
8068,i want three tickets for starlight express,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8069,i need a ticket for this musical,1.0 0.99 0.97 0.98 0.99 0.95 0.99
8071,i want to sit in the third seven,1.0 1.0 0.87 1.0 1.0 1.0 0.96 0.55
8072,i want tickets for the national gallery,1.0 1.0 0.96 1.0 0.98 1.0 1.0
8073,i need four tickets,1.0 0.92 1.0 1.0
8074,i want two musical tickets,1.0 1.0 0.99 1.0 1.0
8075,i want two tickets for thursday evening,1.0 1.0 0.99 0.99 1.0 0.37 1.0
8076,i would like two tickets for tuesday evening,1.0 1.0 1.0 1.0 1.0 1.0 0.98 1.0
8077,i want two tickets for two nights,1.0 1.0 1.0 1.0 1.0 0.68 1.0
8078,i want two tickets for billy elliot,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8079,i want tickets for this musical,1.0 1.0 0.88 1.0 1.0 1.0
8080,i want to sit in the fourth row,1.0 1.0 0.94 1.0 1.0 1.0 0.94 0.89
8081,i want tickets for the natural history museum,1.0 1.0 1.0 1.0 1.0 0.99 0.65 0.68
8082,i want two tickets,1.0 0.89 1.0 1.0
8084,i do not have a reservation,0.95 1.0 1.0 1.0 1.0 1.0
8085,no i do not have not a reservation,1.0 1.0 0.76 0.73 1.0 1.0 1.0 1.0
8086,i want a room for six nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8087,i want a double room,1.0 1.0 1.0 1.0 1.0
8088,i would pay with post card,1.0 0.71 1.0 1.0 0.97 0.97
8089,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8090,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
8091,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
8092,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8093,i want a single room,1.0 1.0 1.0 1.0 1.0
8094,a single room please,0.94 0.61 1.0 1.0
8095,i want to pay by mastercard,1.0 1.0 0.72 1.0 1.0 0.99
8096,can i pay by mastercard,1.0 1.0 1.0 1.0 0.99
8097,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
8098,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
8099,the bathroom is dirty,0.93 0.36 0.65 0.65
8100,my bathroom is dirty,0.88 1.0 1.0 1.0
8101,the bathroom is dirty,1.0 1.0 1.0 1.0
8102,i could not find any hairdryer,1.0 0.99 1.0 1.0 0.99 1.0
8103,i will go,0.74 0.43 0.57
8104,i'm good,0.93 0.94
8105,i need boots,0.93 0.87 0.9
8106,i would like some boots,1.0 1.0 1.0 1.0 1.0
8107,i want some brown boots,1.0 0.78 1.0 0.3 0.92
8108,i would brown boots,0.96 0.5 0.78 1.0
8109,white boots,0.83 1.0
8110,thirty brothers,0.89 0.16
8111,forty one,1.0 1.0
8112,i am a forty one,1.0 1.0 1.0 1.0 0.89
8113,i would like a t-shirt,1.0 1.0 1.0 1.0 1.0
8114,i would like a brown t-shirt,1.0 1.0 1.0 0.97 0.61 1.0
8115,i need small,1.0 1.0 1.0
8116,how much is this,1.0 1.0 1.0 0.99
8117,this is too expensive,0.97 1.0 1.0 1.0
8118,i'm good,0.95 1.0
8119,i am looking for trousers,0.99 0.99 1.0 0.99 0.74
8120,i would like white sandals,1.0 1.0 1.0 0.67 1.0
8121,i need thirty seven,1.0 1.0 0.89 0.9
8122,i am a thirty seven,1.0 1.0 1.0 1.0 1.0
8123,i am a thirty seven,1.0 1.0 1.0 1.0 0.97
8124,i would like a t-shirt,1.0 1.0 1.0 0.81 1.0
8125,i want a red t-shirt,1.0 0.93 0.94 1.0 1.0
8126,i need small,1.0 0.98 1.0
8127,this is too big,1.0 1.0 1.0 0.94
8129,i do not want this t-shirt,1.0 1.0 1.0 1.0 0.9 0.88
8130,i do not want this t-shirt,1.0 1.0 1.0 1.0 1.0 1.0
8132,no i do not want this,1.0 1.0 0.99 0.99 1.0 0.81
8134,i would like a steak,1.0 1.0 1.0 1.0 0.99
8135,i want the steak,1.0 1.0 0.67 0.85
8136,i want the steak,1.0 1.0 0.99 1.0
8137,i would like my steak well done,1.0 1.0 1.0 0.72 0.94 0.94 0.94
8138,can i have mashed potato,1.0 1.0 1.0 0.92 0.83
8139,i would like the dessert card,1.0 1.0 1.0 0.97 0.99 1.0
8142,i want a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8144,i want a ticket to the trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8145,i want to pay by visa ah i want pay by visa,1.0 1.0 0.73 1.0 1.0 1.0 0.57 1.0 1.0 1.0 1.0 1.0
8146,can i pay by visa,1.0 1.0 1.0 1.0 1.0
8148,can i pay with euros,1.0 1.0 1.0 0.99 0.75
8149,i need a room for seven nights,1.0 0.98 0.98 1.0 1.0 0.99 1.0
8150,i need a junior suite,1.0 1.0 1.0 1.0 1.0
8152,i want pay with post card,1.0 0.86 1.0 1.0 0.98 0.98
8153,i want to pay with post card,1.0 1.0 1.0 1.0 1.0 0.97 0.97
8154,is there a grocery store,1.0 1.0 1.0 1.0 1.0
8155,i don't have any reservation,1.0 1.0 1.0 0.98 1.0
8156,i don't have any reservation i don't i don't have a reservation,1.0 1.0 1.0 1.0 1.0 0.81 0.64 0.97 0.94 1.0 0.6 1.0
8157,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8159,i want with visa,1.0 0.98 0.25 0.48
8160,i want four musical tickets,1.0 0.69 0.61 0.61 0.61
8161,small,0.78
8162,sorry i don't have a reservation,0.88 1.0 1.0 1.0 1.0 0.98
8166,junior suite,1.0 1.0
8168,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
8169,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
8170,four tickets to london,1.0 1.0 1.0 1.0
8171,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8172,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8173,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8174,my name is jack,1.0 1.0 1.0 1.0
8175,i am from ireland,0.51 0.51 1.0 1.0
8176,my name is barbara,1.0 1.0 1.0 1.0
8177,i am from england i am from england,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8178,i want a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8179,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
8180,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8181,i would like a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8182,a suite,1.0 1.0
8184,is there a hotel restaurant,1.0 1.0 0.98 1.0 1.0
8185,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
8186,my bathroom is dirty,1.0 1.0 1.0 1.0
8187,where is the hairdryer,1.0 1.0 1.0 1.0
8188,where can i buy a hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
8189,four tickets to london please,1.0 1.0 1.0 1.0 1.0
8190,i i want i want i want to leave at two pm,0.89 0.99 0.79 0.96 0.97 1.0 1.0 0.62 1.0 1.0 1.0 1.0
8191,i want to leave at two o'clock,1.0 1.0 1.0 1.0 1.0 0.97 1.0
8192,my name is patrick,1.0 1.0 1.0 1.0
8193,i am from england,0.92 0.92 1.0 1.0
8194,five tickets to london,1.0 1.0 1.0 1.0
8195,i want to leave at thursday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8196,my name is paolo paolo,1.0 1.0 1.0 1.0 1.0
8197,i'm from canada,0.89 1.0 1.0
8198,can i have a room for seven nights,0.95 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8199,can i have a double room,1.0 1.0 1.0 1.0 1.0 1.0
8200,can i have a double room,1.0 1.0 1.0 1.0 1.0 1.0
8202,do you have a hotel bar,1.0 1.0 1.0 1.0 1.0 1.0
8203,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
8204,can i have a room for three nights,0.9 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8206,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8207,do you have a hairdresser,1.0 1.0 1.0 1.0 0.81
8208,i haven't got a hairdryer,0.83 0.84 1.0 1.0 0.77
8209,is there a hairdresser,1.0 1.0 1.0 1.0
8210,where is the hairdresser,1.0 1.0 1.0 0.99
8211,i would like three tickets for london,1.0 1.0 1.0 1.0 1.0 0.75 1.0
8212,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8213,i would like to leave tomorrow,0.99 0.99 1.0 1.0 1.0 1.0
8214,my name is james,1.0 1.0 1.0 1.0
8215,i'm from england,0.7 0.97 0.97
8216,my name is janet,1.0 1.0 1.0 0.77
8217,i'm from hotel,0.74 0.57 0.21
8218,i am from australia,0.55 0.55 1.0 1.0
8219,can i would like a ticket to notting hill,0.73 1.0 1.0 1.0 1.0 1.0 0.99 0.63 0.93
8220,i would like to pay with post card,1.0 0.99 1.0 0.77 1.0 0.98 0.96 0.96
8222,i would like to pay with swiss francs,1.0 0.99 1.0 0.75 1.0 1.0 1.0 0.98
8223,can i pay with swiss francs,1.0 1.0 1.0 1.0 1.0 0.98
8225,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
8226,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8228,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8229,i would like a single room,1.0 1.0 1.0 1.0 1.0 1.0
8230,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.97
8231,i would like to pay with euros,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8232,is there a hotel restaurant,1.0 1.0 0.99 1.0 1.0
8233,can i have six tickets to london,0.88 1.0 1.0 1.0 1.0 1.0 1.0
8234,i would like to leave on monday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8235,how much does it cost,1.0 1.0 1.0 0.98 0.98
8236,is there a ticket tickets,1.0 1.0 0.97 0.93 0.82
8237,i want a ticket tickets,1.0 1.0 0.99 0.88 0.91
8238,that's okay,0.36 0.58
8239,my name is michelle,1.0 1.0 1.0 1.0
8240,i'm from spain,0.94 1.0 1.0
8241,my name is sarah,1.0 1.0 1.0 0.8
8242,i'm from the nights please,0.97 1.0 0.4 0.94 0.85
8243,i'm from america,0.69 1.0 1.0
8244,can i have a ticket to notting hill,0.87 0.99 1.0 1.0 1.0 1.0 1.0 1.0
8245,i would like to pay with credit card,1.0 1.0 1.0 0.75 1.0 1.0 1.0 1.0
8247,i only have large bills,1.0 1.0 1.0 1.0 0.51
8248,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8249,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
8251,can i have one musical ticket,1.0 1.0 1.0 1.0 1.0 0.94
8252,can i have a ticket for wednesday evening,0.96 1.0 1.0 0.97 0.95 1.0 1.0 1.0
8253,can i have tickets for billy elliot,0.83 1.0 1.0 0.61 1.0 1.0 1.0
8254,i would like a ticket for billy elliot,1.0 1.0 1.0 0.94 0.94 1.0 1.0 1.0
8255,i want one ticket for billy elliot,1.0 1.0 1.0 1.0 1.0 0.98 0.98
8256,i would like to sit in the middle,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.93
8257,can i have tickets for the national gallery,0.96 1.0 1.0 0.96 1.0 0.98 1.0 1.0
8258,could i have four tickets,0.65 1.0 1.0 1.0 1.0
8259,can i have a orange juice,0.91 1.0 1.0 0.98 1.0 1.0
8260,i would like an orange juice,1.0 1.0 1.0 0.66 1.0 1.0
8261,i would like the sunday roast,1.0 1.0 1.0 0.98 1.0 1.0
8262,i would like my sunday roast rare,1.0 1.0 1.0 0.99 1.0 1.0 1.0
8263,could i have some is mashed potato,0.87 1.0 1.0 0.99 0.99 1.0 0.97
8264,could i have the dessert card,0.79 1.0 1.0 1.0 1.0 1.0
8265,the dessert menu please,1.0 1.0 1.0 1.0
8266,i would like the trifle,1.0 1.0 1.0 0.94 0.95
8267,i would like the check,1.0 1.0 1.0 0.98 0.98
8268,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8269,where is the british museum,1.0 1.0 1.0 1.0 1.0
8270,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
8271,which bus to the steak,1.0 1.0 0.8 0.88 0.96
8273,i'm good,0.86 0.99
8274,can i have some boots,0.85 1.0 1.0 1.0 1.0
8275,i would like blue boots,1.0 1.0 1.0 0.95 0.99
8276,i would like a single room,1.0 1.0 1.0 0.83 0.82 0.83
8277,could i have blue boots,0.72 1.0 1.0 0.96 0.95
8278,i would like a room for four nights week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.61
8281,can i pay with visa visa,1.0 1.0 1.0 1.0 1.0 1.0
8282,do you have a lift,0.98 0.97 1.0 1.0 1.0
8283,who is the lift,0.92 0.96 0.96 0.96
8284,i want four tickets to london,1.0 1.0 0.66 0.83 1.0 1.0
8285,i want to leave to leave next week,1.0 1.0 0.99 0.99 0.92 1.0 1.0 1.0
8286,i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8287,my name is silvia,1.0 1.0 1.0 0.93
8288,i coming from spain,0.73 0.75 0.85 0.76
8289,i am from spain,0.96 0.96 1.0 1.0
8290,my name is thomas,1.0 1.0 1.0 1.0
8291,i'm from french my from pie,0.96 0.97 0.37 0.55 0.81 0.47
8292,i'm from france,0.89 1.0 0.82
8293,tickets the capital of france is paris,0.62 1.0 1.0 1.0 1.0 1.0 1.0
8294,i have one sister,1.0 1.0 1.0 1.0
8295,i am going on tuesday lion,0.96 0.94 1.0 1.0 0.56 0.63
8296,this is my pass,0.99 1.0 1.0 0.97
8297,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8299,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8300,i would like pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8302,i would like to buy with four musical tickets,1.0 0.84 1.0 1.0 0.55 0.69 0.97 1.0 0.93
8303,i would like to go on thursday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8304,i want four tickets for the lion king,1.0 1.0 1.0 1.0 1.0 0.91 1.0 1.0
8305,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8306,i would like tickets for the national gallery,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0
8307,i would like three tickets,1.0 1.0 1.0 1.0 1.0
8308,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
8309,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 1.0
8310,i would like my sunday roast roast medium,1.0 1.0 1.0 1.0 1.0 0.82 0.8 0.31
8311,i would like some jeans,1.0 1.0 1.0 0.98 0.54
8312,the dessert menu please,1.0 1.0 1.0 1.0
8313,i would like the scones,1.0 1.0 1.0 0.77 0.77
8314,i would like the check,1.0 1.0 1.0 0.92 0.87
8315,can i pay with visa,1.0 1.0 1.0 0.82 1.0
8316,who is the british museum,0.82 1.0 1.0 1.0 1.0
8317,i am london eye,0.5 0.26 0.92 0.88
8318,where is the london eye,1.0 1.0 1.0 1.0 1.0
8319,which bus goes three,1.0 1.0 0.78 0.82
8320,big ben is next to i the house of italian,1.0 1.0 1.0 1.0 0.98 0.36 1.0 0.72 1.0 0.99
8321,i'm good,0.87 0.79
8322,can i pay with visa,1.0 1.0 0.85 0.82 0.96
8323,i would like some boots,1.0 1.0 1.0 0.98 1.0
8324,brown boots please,0.84 0.85 1.0
8325,thirty seven,0.99 0.99
8326,can i pay a hairdryer,1.0 1.0 0.99 1.0 0.99
8327,i want a shirt,1.0 1.0 0.99 0.99
8328,a red t-shirt,0.61 0.99 0.91
8329,a red shirt,0.65 0.85 0.86
8330,i'm a large,0.51 0.96 1.0
8331,how much is this shirt,1.0 1.0 0.89 0.85 0.99
8332,it is too expensive,0.54 1.0 1.0 1.0
8351,i want a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8352,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
8353,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0
8354,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
8355,there is a hotel restaurant,0.65 0.76 0.97 1.0 1.0
8356,where is the hotel restaurant,0.98 1.0 1.0 1.0 1.0
8357,i would like to buy three musical tickets,1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0
8358,i want three tickets for tomorrow night,0.99 0.99 0.99 1.0 1.0 1.0 1.0
8359,i want three tickets for the like,1.0 1.0 0.99 1.0 1.0 0.65 0.65
8361,i want three tickets for wicked,1.0 1.0 0.98 1.0 1.0 1.0
8362,i want to sit in the first row,1.0 1.0 1.0 1.0 1.0 1.0 0.88 1.0
8363,i would like tickets for the national history museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0
8364,can i have two tickets,1.0 1.0 1.0 1.0 1.0
8365,can i have two tickets,1.0 1.0 1.0 1.0 1.0
8366,i would like a tea,1.0 1.0 1.0 1.0 0.94
8367,i want the steak,1.0 1.0 0.81 1.0
8368,i would like my steak well done,1.0 1.0 1.0 1.0 1.0 0.64 0.63
8369,i would like some peas,1.0 1.0 1.0 0.94 0.74
8370,the dessert menu please,1.0 1.0 1.0 1.0
8374,i want the steak for five nights,1.0 1.0 0.55 0.63 1.0 1.0 1.0
8375,double room,1.0 1.0
8376,can i pay with the credit card please the suite,1.0 1.0 1.0 1.0 0.45 0.98 0.87 0.81 0.65 0.63
8377,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
8378,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
8380,i want a room for two nights,0.97 0.74 0.62 0.66 1.0 1.0 1.0
8381,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8382,do you have a lift,0.95 0.87 0.99 0.99 0.99
8383,is there a lift,1.0 1.0 1.0 1.0
8384,is there a lift,1.0 1.0 1.0 1.0
8385,is there a swimming pool,1.0 1.0 1.0 0.89 0.89
8386,where is the gym,1.0 1.0 1.0 0.95
8387,is there a hairdresser,1.0 1.0 1.0 1.0
8388,where is the hairdresser,1.0 1.0 1.0 1.0
8389,can i have a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
8390,is there a hairdresser,1.0 1.0 1.0 1.0
8391,where is the hairdresser,1.0 1.0 1.0 1.0
8395,can i pay with visa,1.0 1.0 1.0 1.0 1.0
8396,can i pay with visa,1.0 1.0 1.0 1.0 1.0
8397,can i pay with visa,1.0 1.0 1.0 1.0 0.82
8398,i would like a single room please,1.0 1.0 1.0 1.0 0.97 1.0 1.0
8399,i would like a single room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8400,where is the swimming pool,0.98 0.99 0.98 0.99 0.94
8401,is there a lift,1.0 1.0 1.0 1.0
8402,is there a lift,1.0 1.0 1.0 1.0
8403,is there a lift,0.71 0.69 0.69 0.98
8404,where is the lift,1.0 1.0 1.0 0.99
